,id,loc,dis
0,宽城区公园一号小区,"125.298724,43.942621",0
1,"北凯旋路万龙国际城3期
","125.304630,43.971832",4853
2,恒大城小区（青年路东二门）,"125.290970,43.945947",3533
3,米澜国际小区,"125.304612,43.949101",2162
4,榆树南街宏亭小区,"125.299687,43.935951",971
