,id,loc,dis
0,（出发地点）,"125.323544,43.817071",19693
1,凯旋路与长庆街交汇,"125.315297,43.869613",12164
2,青年路北四环金都小镇,"125.289100,43.966024",5081
3,扶余路美景天城,"125.298933,43.938507",1753
4,柳影路铁路小区,"125.311259,43.941364",1266
5,凯旋路与北环城交汇,"125.317062,43.924913",3124
6,塞纳阳光小区,"125.308551,43.945015",441
7,柳影路铁路小区,"125.311259,43.941364",1266
8,青年路东田青年城,"125.291694,43.943211",2838
