,id,loc_x,loc_y,dis,mapbar_x,mapbar_y,centroid,normalize_x,normalize_y
0,北凯旋路中冶兰城北门,125.316863,43.953527,4269,125.318088378907,43.951525607639,2,-0.008578830294993622,0.025938585068999487
1,宽府路证大一期3号门,125.330062,43.942557,2237,125.331262207032,43.940646701389,1,0.004594997829997283,0.015059678819000055
2,北凯旋路中冶蓝城北门,125.316231,43.954282,4148,125.31745686849,43.952283799914,2,-0.009210340712002107,0.02669677734400011
3,九台北路金质融城二期,125.327712,43.936189,1578,125.328924967448,43.934326171875,1,0.00225775824600305,0.008739149305000637
4,华大天朗国际a区,125.342772,43.948486,3943,125.343947753907,43.946537543403,1,0.0172805447050024,0.0209505208329972
5,万龙第八城c区,125.306002,43.937987,3257,125.307258843316,43.936105957032,2,-0.019408365885993817,0.010518934461998697
6,雨润溪树华庭,125.349553,43.926207,2626,125.350722113716,43.924423285591,0,0.02405490451400283,-0.0011637369790022944
7,上台花园D区,125.342049,43.941614,3449,125.343224826389,43.939720323351,1,0.016557617187004325,0.014133300780997615
8,小南,125.334855,43.959771,5104,125.336047905816,43.957735731337,1,0.009380696614002204,0.0321487087670036
9,北亚泰大街富台路交汇,125.338003,43.939176,2443,125.339193522136,43.937294108073,1,0.012526312933999861,0.011707085502997927
10,长新桥,125.368401,43.931450,3991,125.369526909723,43.929641384549,0,0.042859700521006516,0.004054361979001442
11,天合花园,125.327846,43.927220,287,125.329053819445,43.925431586372,0,0.00238661024299347,-0.00015543619799984754
12,郡望安石,125.331610,43.936397,3501,125.332815483941,43.934533420139,1,0.006148274739004478,0.008946397568998066
13,华大天朗国际,125.344367,43.950086,4624,125.345532226563,43.948119574653,1,0.01886501736099433,0.022532552082999757
14,证大三期北门,125.330227,43.938277,1851,125.331421983507,43.936399739584,1,0.004754774304998932,0.010812717013997997
15,万龙第十城a区,125.315646,43.955895,5135,125.316875542535,43.953882107205,2,-0.009791666666998822,0.028295084634997636
16,凯悦小区,125.296614,43.954810,7822,125.297880045573,43.952811686198,2,-0.028787163629004908,0.02722466362799736
17,吴中印象二期,125.330962,43.943927,2604,125.33216498481,43.942007921007,1,0.00549777560800635,0.01642089843699779
18,万盛国邦,125.338530,43.947330,4386,125.339716254341,43.945390353733,1,0.01304904513899885,0.019803331163004145
19,庆丰路,125.333344,43.937362,1917,125.334540473091,43.935496148004,1,0.007873263888996007,0.009909125433999577
