,id,loc,dis
114,基隆北街与柳江路交汇,"125.282973,43.932590",2728
115,基隆北街与新月路交汇,"125.293566,43.936564",2133
116,基隆北街与柳江路交汇,"125.282973,43.932590",2728
117,基隆北街与柳江路交汇,"125.282973,43.932590",2728
118,基隆北街与柳江路交汇,"125.282973,43.932590",2728
119,基隆北街与新月路交汇,"125.293566,43.936564",2133
120,基隆北街与柳江路交汇,"125.282973,43.932590",2728
121,基隆北街与柳江路交汇,"125.282973,43.932590",2728
122,基隆北街与柳江路交汇,"125.282973,43.932590",2728
123,北四环路与北凯旋路交汇,"125.318963,43.950387",3650
124,基隆北街与柳江路交汇,"125.282973,43.932590",2728
125,龙泰檀香苑二期,"125.285429,43.931570",2990
126,北凯旋路与北辰路交汇,"125.304630,43.971832",4853
127,新隆家园,"125.279659,43.937653",2592
128,檀香苑,"125.286055,43.933835",2410
129,檀香苑,"125.286055,43.933835",2410
130,长春市宽城区旭阳家园,"125.328896,43.921954",3487
131,凯悦小区（司法局对面）,"125.296614,43.954810",3654
132,宽城区万龙银河城,"125.259373,44.011866",11241
133,柳影路与菜市南街交汇,"125.296362,43.944073",1690
134,新月路豪邦四季经典,"125.281784,43.935034",2937
135,基隆北街与新月路交汇 ,"125.293566,43.936564",2133
136,北环城路与菜市北街交汇英伦小镇B区,"125.306239,43.950159",2140
137,新月路豪邦四季经典,"125.281784,43.935034",2937
138,基隆北街檀香苑,"125.288667,43.930552",2379
139,西环城路与新月路交汇,"125.293566,43.936564",2133
140,菜市北街与北环路交汇,"125.308155,43.944690",1277
141,新月路豪邦四季经典,"125.281784,43.935034",2937
142,新惠路与基隆北街交汇,"125.285164,43.937473",2973
143,新月路,"125.288424,43.937339",2155
144,柳江路与花莲路交汇,"125.286222,43.924038",3183
145,文德街与谭家街交汇,"125.753346,43.587525",77723
146,民康路与民康南胡同交汇,"125.336083,43.879626",8428
147,基隆北街与新惠路交汇,"125.288667,43.930552",2379
148,基隆北街与新月路交汇,"125.293566,43.936564",2133
149,基隆北街与新惠路交汇,"125.288667,43.930552",2379
150,基隆北街与新月路交汇,"125.293566,43.936564",2133
151,豪邦四季经典北门,"125.279430,43.935796",2854
152,凯旋路与庆丰路交汇处,"125.317651,43.937161",2312
153,凯旋花园小区门口,"125.319134,43.934428",1794
154,基隆北街新月路交汇新大华府,"125.282220,43.938146",2644
155,基隆街与新月路交汇豪邦四季经典,"125.293566,43.936564",2133
156,基隆北街与新惠路交口檀香苑一期,"125.283657,43.930311",2801
157,基隆北街与新月路交汇豪邦四季经典,"125.293566,43.936564",2133
158,青年路与新月路交汇车轮厂宿舍,"125.293352,43.935658",2129
159,基隆北街与新惠路交口檀香苑一期,"125.283657,43.930311",2801
160,文德街与谭家街交汇,"125.753346,43.587525",77723
161,台北大街青石路,"125.309096,43.917985",4076
162,新月路与北环路交汇处,"125.301577,43.948754",2149
163,新月路新隆家园,"125.279778,43.938041",2722
164,雁鸣湖山庄,"125.275527,43.940929",3987
165,新月路新大华府,"125.282220,43.938146",2644
166,龙泰檀香苑2期,"125.285226,43.931391",2801
167,新隆家园,"125.279659,43.937653",2592
168,四季经典小区北门,"125.280558,43.935246",2812
169,基隆北街柳江路交汇檀香苑2期,"125.285226,43.931391",2801
170,新月路四季经典小区北门,"125.281467,43.931004",3451
171,长新街铁路小区,"125.335835,43.930323",3377
172,基隆北街四季经典,"125.281784,43.935034",2937
173,基隆北街龙泰檀香苑二期,"125.285226,43.931391",2801
174,檀香苑三期,"125.285577,43.933613",2450
175,基隆北街四季经典,"125.281784,43.935034",2937
176,恒大城南门,"125.291273,43.946516",2256
177,新月山庄,"125.290139,43.936219",2075
178,豪邦四季经典,"125.281784,43.935034",2937
179,新月山庄,"125.290139,43.936219",2075
180,豪邦四季经典b区,"125.281418,43.934463",2795
181,豪邦四季经典,"125.281784,43.935034",2937
182,宽城区龙泰檀香苑2期,"125.285226,43.931391",2801
183,基隆北街檀香苑20栋505,"125.288093,43.931749",3054
184,宽城区基隆北街与柳江路交汇处豪邦四季经典C2-6-1212,"125.279197,43.931973",3057
185,宽城区新惠路檀香苑小区39-4-607,"125.285458,43.931009",2766
186,宽城区基隆北街与柳江路交汇豪邦四季经典,"125.281784,43.935034",2937
187,龙泰檀香苑一期,"125.283657,43.930311",2801
188,新大华府小区,"125.282220,43.938146",2644
189,吉林省长春市宽城区柳影路万龙北斗星城A区10栋一单元401,"125.297247,43.943139",1413
190,台北大街恒泰郡城,"125.310204,43.922719",3407
191,柳影家园二期19栋1单元503室,"125.301154,43.939737",1019
192,宽城区基隆北街龙泰檀香苑13栋2单元906,"125.283650,43.933586",2645
193,豪邦四季经典A9-1-601,"125.278710,43.935805",2787
194,豪邦四季经典A9-1-601,"125.278710,43.935805",2787
195,乐嘉茗园,"125.304514,43.945510",1909
196,宽城区新月路与基隆北街交汇新大华府小区,"125.282220,43.938146",2644
197,宽城区新月路与基隆北街交汇新大华府小区,"125.282220,43.938146",2644
198,龙泰檀香苑,"125.287531,43.930838",3130
199,朝阳区南湖大路吉福路吉祥街,"125.267544,43.850680",12218
200,柳影路万龙第五城B区,"125.301568,43.941586",1118
201,宽城区龙泰檀香苑三期一栋,"125.285577,43.933613",2450
202,长春市宽城区新月路奋进乡教师楼7门301室,"125.284660,43.936873",2157
203,益和国际城,"125.295126,43.983428",7121
204,吉林省长春市宽城区基隆北街龙泰檀香苑三期15栋3单元1709,"125.283411,43.932814",2714
205,豪邦四季经典C区1－3－706,"125.280923,43.931974",3088
206,龙泰檀香苑三期5栋一单元401,"125.286134,43.933157",2950
207,长春市宽城区新月路新大华府2-1-801,"125.281505,43.938091",2675
208,长春市宽城区基隆北街豪邦四季经典c区2栋1004,"125.279094,43.931944",3065
209,基隆北街,"125.283165,43.932802",2741
210,豪邦四季经典C区,"125.280364,43.931770",3649
211,新月路与北环城路逸佳小区,"125.276489,43.935373",3189
212,基隆北街与新月路交（电动车）,"125.283374,43.937190",2262
213,龙泰檀香苑二期早上开车送,"125.285429,43.931570",2990
214,基隆北街与新惠路交汇,"125.288667,43.930552",2379
215,基隆街与新惠路交汇,"125.282037,43.930893",2885
216,青年路与新惠路交汇,"125.296883,43.924430",3043
217,龙泰檀香苑,"125.287531,43.930838",3130
218,基隆北街与新惠路交汇,"125.288667,43.930552",2379
219,基隆北街与新惠路交汇,"125.288667,43.930552",2379
220,基隆北街与新惠路交汇,"125.288667,43.930552",2379
221,龙泰檀香苑,"125.287531,43.930838",3130
222,田园牧歌小区（开车接送）,"125.302389,43.963211",5674
223,基隆北街檀香苑(开车接送),"125.288667,43.930552",2379
224,基隆北街檀香苑,"125.288667,43.930552",2379
225,早上妈妈开车送晚上奶奶公交接,"125.323544,43.817071",18863
226,基隆北街檀香苑,"125.288667,43.930552",2379
227,新月路新月小区开车,"125.289923,43.939121",1936
228,基隆北街与新月路交汇,"125.293566,43.936564",2133
229,基隆北街与柳江路交汇,"125.282973,43.932590",2728
230,菜市北街与北环路交汇,"125.308155,43.944690",1277
231,基隆北街与新惠路交汇龙泰檀香苑二期南门,"125.284475,43.930739",2689
232,凯旋路与北三环交汇,"125.317062,43.924913",2564
233,基隆北街与新月路交汇,"125.293566,43.936564",2133
234,凯旋路与三辅街交汇,"125.317580,43.929738",1963
235,基隆北街与柳江路交汇豪邦四季经典C区东门,"125.280452,43.931771",3642
236,青年路与新月路交汇,"125.293566,43.936564",2133
237,青年路与农安南街交汇,"125.296473,43.937747",1793
238,青年路农安南街交汇,"125.295862,43.936240",1308
239,基隆北街与柳江路交汇,"125.282973,43.932590",2728
240,新月路豪邦四季经典北门,"125.279430,43.935796",2854
241,基隆北街新月路交汇,"125.284527,43.937223",2342
242,基隆北街与柳江路交汇,"125.282973,43.932590",2728
243,基隆北街与新月路交汇豪邦四季经典B区东门,"125.281418,43.934463",2795
244,宽城交警队,"125.289599,43.936931",1767
245,基隆北街与柳江路交汇,"125.282973,43.932590",2728
246,基隆北街与柳江路交汇,"125.282973,43.932590",2728
247,基隆北街与柳江路交汇,"125.282973,43.932590",2728
248,柳江路檀香苑二期北门,"125.285809,43.932288",2892
249,豪邦四季风采小区正门,"125.295695,43.934932",1721
250,基隆北街与柳江路交汇豪邦四季经典C区东门,"125.280452,43.931771",3642
251,基隆北街与柳江路交汇豪邦四季经典北门,"125.279430,43.935796",2854
252,凯旋路与北兴路交汇,"125.252182,43.993683",9953
253,法官公寓正门,"125.292074,43.935793",1782
254,基隆街与新惠路交汇檀香苑1期,"125.283657,43.930311",2801
255,新月路与北环路交汇处,"125.301577,43.948754",2149
256,龙泰檀香苑二期,"125.285429,43.931570",2990
257,文体街与庆丰路交汇证大一期西门,"125.333344,43.937362",2544
258,豪邦四季经典C区,"125.280364,43.931770",3649
259,豪邦四季经典A区,"125.278864,43.936033",2758
260,豪邦四季经典A区,"125.278864,43.936033",2758
261,基隆北街与柳江路交汇,"125.282973,43.932590",2728
262,万龙第十城A区,"125.315646,43.955895",3084
263,豪邦四季经典C区,"125.280364,43.931770",3649
264,豪邦四季经典Ｂ区,"125.281418,43.934463",2795
265,豪邦四季经典C区,"125.280364,43.931770",3649
266,基隆北街与新月路交汇（豪邦四季经典B区）,"125.293566,43.936564",2133
267,新月山庄A区,"125.288750,43.935244",2042
268,豪邦四季经A区,"125.281784,43.935034",2937
269,一匡街美程街(雨润溪树华庭),"125.336830,43.940840",3132
270,豪邦四季经典A区,"125.278864,43.936033",2758
271,青冈路,"125.304701,43.923804",3489
272,青年路与新青路交汇,"125.294653,43.944068",2137
273,豪邦四季经典C区,"125.280364,43.931770",3649
274,豪邦四季经典C区,"125.280364,43.931770",3649
275,豪邦四季经典C区,"125.280364,43.931770",3649
276,新月路（新月山庄小区）,"125.288609,43.935972",1984
277,基隆北街与新惠路交汇,"125.288667,43.930552",2379
278,基隆北街柳江路交汇,"125.283642,43.931913",3075
279,"基隆北街与柳江路交汇（檀香苑二期）
","125.285226,43.931391",2801
280,青年路北四环交汇（青年路7545号）,"125.283726,43.964820",4294
281,新月路与基隆北街交汇,"125.283408,43.937287",2850
282,基隆北街与新惠路交汇,"125.288667,43.930552",2379
283,新竹路2261号,"125.264221,43.912565",6546
284,柳江路与基隆北街交汇,"125.285164,43.937473",2973
285,基隆北街与柳江路交汇,"125.282973,43.932590",2728
286,亚泰大街与庆丰路交汇,"125.333959,43.938554",2695
287,柳江路与基隆北街交汇,"125.285164,43.937473",2973
288,基隆街与新惠路交汇,"125.282037,43.930893",2885
289,基隆北街柳江路交汇,"125.283642,43.931913",3075
290,基隆街与新惠路交汇,"125.282037,43.930893",2885
291,柳江路与基隆北街交汇,"125.285164,43.937473",2973
292,檀香苑二期（基隆街与柳江路交汇）,"125.285226,43.931391",2801
293,基隆北街与新月路交汇,"125.293566,43.936564",2133
294,基隆街与新惠路交汇,"125.282037,43.930893",2885
295,基隆街与新月路交汇处,"125.283408,43.937287",2850
296,基隆北街与柳江路交汇,"125.282973,43.932590",2728
297,基隆北街与新月路交汇,"125.293566,43.936564",2133
298,"檀香苑二期（基隆街与柳江路交汇） 
","125.285226,43.931391",2801
299,豪邦四季经典a区,"125.278864,43.936033",2758
300,基隆北街与柳江路交汇,"125.282973,43.932590",2728
301,豪邦四季经典,"125.281784,43.935034",2937
302,龙泰檀香苑二期北门,"125.285809,43.932288",2892
303,豪邦四季经典,"125.281784,43.935034",2937
304,龙泰檀香苑一期新惠路,"125.283657,43.930311",2801
305,恒大江湾,"125.360172,43.946627",6459
306,基隆北街公交站点,"125.404458,43.893725",12097
307,新隆家园,"125.279659,43.937653",2592
308,龙泰檀香苑三期,"125.285577,43.933613",2450
309,龙泰檀香苑三期,"125.285577,43.933613",2450
310,四季经典小区,"125.280558,43.935246",2812
311,龙泰檀香苑一期,"125.283657,43.930311",2801
312,基隆北街,"125.283165,43.932802",2741
313,龙泰檀香苑三期南门,"125.285577,43.933613",2450
314,豪邦四季经典,"125.281784,43.935034",2937
315,隆泰檀香二期,"125.323544,43.817071",18863
316,豪邦四季经典b区,"125.281418,43.934463",2795
317,基隆北街与新月路交汇新大华府,"125.282220,43.938146",2644
318,基隆北街与新月路交汇,"125.293566,43.936564",2133
319,基隆北街与新月路,"125.283374,43.937190",2262
320,基隆北街与柳江路,"125.282973,43.932590",2728
321,北环城路,"125.325771,43.951562",3189
322,基隆北街与新月路,"125.283374,43.937190",2262
323,农安南街,"125.297281,43.938323",1051
324,新月小区,"125.289923,43.939121",1936
325,金都小镇,"125.289100,43.966024",5671
326,基隆北街与新月交汇路四季经典,"125.281467,43.931004",3451
327,基隆北街与柳江路,"125.282973,43.932590",2728
328,基隆北街与新月路交汇四季经典,"125.293566,43.936564",2133
329,车轮厂宿舍,"125.293472,43.930908",2016
330,基隆北街四季经典C区,"125.279945,43.931918",3026
331,基隆北街四季经典C区,"125.279945,43.931918",3026
332,豪邦四季风采,"125.295695,43.934932",1721
333,豪邦四季经典,"125.281784,43.935034",2937
334,基隆北街与柳江路,"125.282973,43.932590",2728
335,希望家园,"125.292246,43.933796",1877
336,基隆北街与柳江路交汇檀香苑,"125.288667,43.930552",2379
337,"基隆北街与柳江路交汇
","125.282973,43.932590",2728
338,基隆北街与新月路交汇,"125.293566,43.936564",2133
339,基隆北街与柳江路交汇,"125.282973,43.932590",2728
340,基隆北街与新月路交汇,"125.293566,43.936564",2133
341,北环城路,"125.325771,43.951562",3189
342,基隆北街与柳江路交汇,"125.282973,43.932590",2728
343,基隆北街与柳江路交汇,"125.282973,43.932590",2728
344,基隆北街与新惠路交汇,"125.288667,43.930552",2379
345,基隆北街与新惠路交汇,"125.288667,43.930552",2379
346,基隆北街与新月路交汇,"125.293566,43.936564",2133
347,北凯旋路与北四环交汇,"125.306579,43.970879",7563
348,台北大街与富丰路交汇,"125.308437,43.924970",4159
349,基隆北街与柳江路交汇,"125.282973,43.932590",2728
350,新惠路车轮厂,"125.294267,43.930763",3595
351,基隆北街与柳江路交汇,"125.282973,43.932590",2728
352,基隆北街与柳江路交汇,"125.282973,43.932590",2728
353,新月路与花连路交汇,"125.286546,43.937224",2504
354,基隆北街柳江路,"125.279736,43.932541",2985
355,基隆北街与新月路交汇,"125.293566,43.936564",2133
356,基隆北街与新惠路交汇,"125.288667,43.930552",2379
357,西环城路与新月路交汇,"125.293566,43.936564",2133
358,基隆北街与新月路交汇,"125.293566,43.936564",2133
359,新月路,"125.288424,43.937339",2155
360,新月路交警大队,"125.288424,43.937339",2155
361,英伦小镇D区,"125.301292,43.956614",3205
362,新月路基隆北街交汇,"125.282062,43.931386",3514
363,新月路,"125.288424,43.937339",2155
364,龙泰檀香苑,"125.287531,43.930838",3130
365,豪邦四季经典,"125.281784,43.935034",2937
366,龙泰檀香苑,"125.287531,43.930838",3130
367,龙泰檀香苑,"125.287531,43.930838",3130
368,豪邦四季经典,"125.281784,43.935034",2937
369,新月山庄,"125.290139,43.936219",2075
370,万龙振翔十五峯,"126.385057,45.034855",175667
371,万龙振翔十五峯,"126.385057,45.034855",175667
372,恒大城,"125.291287,43.946914",2305
373,天泽凯旋华府,"125.319142,43.959564",3749
374,豪邦四季经典,"125.281784,43.935034",2937
375,龙泰檀香苑一期65栋,"125.283657,43.930311",2801
376,豪邦四季经典,"125.281784,43.935034",2937
377,"龙泰檀香苑
","125.287531,43.930838",3130
378,龙泰檀香苑,"125.287531,43.930838",3130
379,远创紫樾台,"125.297457,43.920041",3434
380,豪邦四季经典,"125.281784,43.935034",2937
381,绿园区荣鼎康城C区,"125.254217,43.888750",10506
382,远达大街 金典名城,"125.374818,43.929756",9087
383,小南街与团锦路交汇,"125.334852,43.960688",5655
384,豪邦四季经典,"125.281784,43.935034",2937
385,豪邦四季经典,"125.281784,43.935034",2937
386,龙泰檀香苑二期,"125.285429,43.931570",2990
387,龙泰檀香苑一期,"125.283657,43.930311",2801
388,235终点站，九台北路,"125.317418,43.941709",1647
389,新月路与基隆中街交汇,"125.280536,43.922320",3903
